"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
143,5 Jan 2020 09:38:36.121,5 Jan 2020 09:46:12.724,456.603
144,5 Jan 2020 11:15:21.961,5 Jan 2020 11:24:47.419,565.458
145,5 Jan 2020 12:51:35.143,5 Jan 2020 13:02:15.925,640.783
146,5 Jan 2020 14:29:06.109,5 Jan 2020 14:36:35.977,449.868
147,6 Jan 2020 03:55:08.307,6 Jan 2020 04:03:00.054,471.747
148,6 Jan 2020 05:29:41.234,6 Jan 2020 05:40:22.734,641.500
149,6 Jan 2020 07:07:15.488,6 Jan 2020 07:16:35.270,559.781
150,6 Jan 2020 08:45:49.589,6 Jan 2020 08:53:24.685,455.096
151,6 Jan 2020 10:23:03.173,6 Jan 2020 10:31:48.317,525.144
152,6 Jan 2020 11:59:16.097,6 Jan 2020 12:09:50.586,634.489
153,6 Jan 2020 13:36:05.517,6 Jan 2020 13:45:23.610,558.093

